real,imag,names
-19.999999984037412,0.0,WT1udcquacctrl
-19.999999997219014,0.0,FLEXudcquacctrl
-20.0,0.0,ESSGCudcquacctrl
-20.0,0.0,WT2udcquacctrl
-20.0,0.0,WT3udcquacctrl
-20.0,0.0,BCiactref
-20.03560544100184,0.0,"ESSGC,WT1GC,WT2GC,WT3GC"
-20.088593652743242,0.0,"WT2GC,WT3GC"
-20.094667783742217,0.0,"WT1GC,WT2GC"
-20.106393686129696,0.0,"ESSGC,WT1GC"
-20.77626586295107,0.0,FLEXGC
-26.447812322244175,0.0,"GT1,GT2"
-37.760453195465544,0.0,"GT1,GT2"
-41.996847238629634,0.0,"GT1,GT2"
-45.456536781278345,0.0,"GT1,GT2"
-46.77261853331861,0.0,ELiactref
-49.999999992614,0.0,FLEX_iact_ref_gen
-49.999999998746745,0.0,BCiactref
-49.99999999999727,0.0,ELiactref
-49.99999999999727,0.0,FCiactref
-49.99999999999727,0.0,FCiactref
-50.01175723434593,82.02971313197212,"ELictrl,ELLR"
-50.01175723434593,-82.02971313197212,"ELictrl,ELLR"
-53.8004488450484,0.0,FLEX_iact_ref_gen
-56.52985131083636,22.48764878983914,"BCiactref,BATLR"
-56.52985131083636,-22.48764878983914,"BCiactref,BATLR"
-64.35843848823556,95.29003925356969,"FCictrl,FCLR"
-64.35843848823556,-95.29003925356969,"FCictrl,FCLR"
-99.99484851972416,0.0,"GT1exc,GT2exc"
-99.99789179800581,0.0,"GT1exc,GT2exc"
-99.99999999607708,0.0,"ESSGCudcquacctrl,WT3udcquacctrl"
-99.99999999999224,0.0,"WT2udcquacctrl,WT3udcquacctrl"
-99.99999999999454,0.0,WT1_iact_ref_gen
-99.99999999999454,0.0,WT2_iact_ref_gen
-99.99999999999454,0.0,WT3_iact_ref_gen
-99.999999999998,0.0,FLEXudcquacctrl
-100.00000000000077,0.0,WT2udcquacctrl
-100.00000000004427,0.0,ESSGCudcquacctrl
-154.87039716964077,304.828187468398,"ESSGCudcquacctrl,ESSDC+,ESSDC-"
-154.87039716964077,-304.828187468398,"ESSGCudcquacctrl,ESSDC+,ESSDC-"
-236.8637789389572,475.68956661431616,"FLEXudcquacctrl,FLEXDC-,FLEXDC+"
-236.8637789389572,-475.68956661431616,"FLEXudcquacctrl,FLEXDC-,FLEXDC+"
-257.7645488747451,0.0,FLEXudcquacctrl
-283.80731522833287,0.0,WT3udcquacctrl
-284.746300502606,0.0,WT2udcquacctrl
-291.6995684627139,0.0,"WT1udcquacctrl,WT2udcquacctrl"
-573.2927582893468,403.81104759373665,"WT1udcquacctrl,WT3udcquacctrl,WT1DC-,WT3DC-,WT3DC"
-573.2927582893468,-403.81104759373665,"WT1udcquacctrl,WT3udcquacctrl,WT1DC-,WT3DC-,WT3DC"
-578.125403100006,395.3280399975684,"WT2udcquacctrl,WT2DC-,WT2DC"
-578.125403100006,-395.3280399975684,"WT2udcquacctrl,WT2DC-,WT2DC"
-755.9842054241136,0.0,ESSGCudcquacctrl
-790.3563852262944,507.33975392136944,"WT1udcquacctrl,WT2udcquacctrl,WT3udcquacctrl,WT1DC-,WT2DC-,WT3DC-"
-790.3563852262944,-507.33975392136944,"WT1udcquacctrl,WT2udcquacctrl,WT3udcquacctrl,WT1DC-,WT2DC-,WT3DC-"
-881.4158399403698,0.0,FCictrl
-923.3520715870189,0.0,ELictrl
-935.29139072489,0.0,BCictrl
