real,imag,names
-0.3151010689852438,0.11527317409057214,"GT1exc,GT2exc,GT1,GT2"
-0.3151010689852438,-0.11527317409057214,"GT1exc,GT2exc,GT1,GT2"
-0.3333333333333336,0.0,GT1govdb
-0.33333333333333365,0.0,GT2govdb
-0.40390679891454023,0.0,"GT1,GT2"
-0.7310763504931591,0.8859213077917842,"GT1exc,GT2exc,GT1,GT2"
-0.7310763504931591,-0.8859213077917842,"GT1exc,GT2exc,GT1,GT2"
-0.8780524564952014,0.0,"WT1udcquacctrl,WT2udcquacctrl,WT3udcquacctrl"
-1.0,0.0,BCictrl
-1.0,0.0,ELictrl
-1.0,0.0,FCictrl
-1.0,0.0,PLATQlambda
-1.0,0.0,PLATQlambda
-1.0,0.0,PLATQlambda
-1.0,0.0,PLATQlambda
-1.0000000000000009,0.0,PLATQlambda
-1.0000000000000009,0.0,PLATQlambda
-1.0888314935029362,1.4685615173838396,"GT1govdb,GT2govdb,GT1,GT2"
-1.0888314935029362,-1.4685615173838396,"GT1govdb,GT2govdb,GT1,GT2"
-1.616259955520222,0.0,"ESSGCudcquacctrl,FLEXudcquacctrl"
-1.6204115884376353,0.0,"WT1udcquacctrl,WT3udcquacctrl"
-1.6326991136861058,0.0,WT2udcquacctrl
-1.9999999999991362,0.0,PLATPsecctrl
-1.9999999999999953,0.0,PLATPsecctrl
-2.260168490006441,15.28113261817114,"GT1,GT2"
-2.260168490006441,-15.28113261817114,"GT1,GT2"
-2.453785245167996,0.0,"GT1govdb,GT2govdb"
-2.7260288160122585,0.0,"GT1,GT2"
-3.71357220673282,0.0,"GT1,GT2"
-4.861630580574126,5.316863936331355,"GT1exc,GT2exc"
-4.861630580574126,-5.316863936331355,"GT1exc,GT2exc"
-4.983255793901408,2.2509323525944813,FLEXpll
-4.983255793901408,-2.2509323525944813,FLEXpll
-4.9932942185138005,2.242047760071024,BCpll
-4.9932942185138005,-2.242047760071024,BCpll
-4.996233895313246,2.239430783748975,PLATpll
-4.996233895313246,-2.239430783748975,PLATpll
-5.072658524721881,5.694994051796037,"GT1exc,GT2exc"
-5.072658524721881,-5.694994051796037,"GT1exc,GT2exc"
-5.1362219509250275,9.204325378662908,"WT1udcquacctrl,WT1GC"
-5.1362219509250275,-9.204325378662908,"WT1udcquacctrl,WT1GC"
-5.538711842651395,9.477395269670607,"WT3udcquacctrl,WT3GC"
-5.538711842651395,-9.477395269670607,"WT3udcquacctrl,WT3GC"
-5.546928199987635,0.0,"ESSGCudcquacctrl,FLEXudcquacctrl"
-5.558474693425908,9.475653685391588,"WT2udcquacctrl,WT2GC"
-5.558474693425908,-9.475653685391588,"WT2udcquacctrl,WT2GC"
-5.5866632589127345,0.0,WT2udcquacctrl
-5.5941944802414,0.0,"WT1udcquacctrl,WT3udcquacctrl"
-5.808893080074778,0.0,"ESSGCudcquacctrl,FLEXudcquacctrl"
-5.817111166309314,8.87360615629478,"FLEXudcquacctrl,FLEXGC"
-5.817111166309314,-8.87360615629478,"FLEXudcquacctrl,FLEXGC"
-6.3193321988640205,0.0,"WT1udcquacctrl,WT2udcquacctrl,WT3udcquacctrl"
-8.350566609337626,0.0,BCictrl
-9.574240416680183,0.0,"WT2_iact_ref_gen,WT3_iact_ref_gen"
-9.610559863315423,0.0,"WT2_iact_ref_gen,WT3_iact_ref_gen"
-10.0,0.0,ELiactref
-10.0,0.0,FCiactref
-10.0,0.0,FLEX_iact_ref_gen
-10.0,0.0,WT1_iact_ref_gen
-10.0,0.0,WT2_iact_ref_gen
